timestamp,device_id,motor_temp,vibration_rms,current,alerta
2025-11-12 09:25:30,motor_03,62.77,2.889,22.27,0
2025-11-12 09:25:40,motor_01,64.3,2.856,22.23,0
2025-11-12 09:25:50,motor_03,86.72,4.744,18.89,1
2025-11-12 09:26:00,motor_01,75.11,2.157,19.29,0
2025-11-12 09:26:10,motor_03,76.89,2.609,20.38,0
2025-11-12 09:26:20,motor_03,66.09,1.855,24.55,0
2025-11-12 09:26:30,motor_04,76.11,2.332,27.23,0
2025-11-12 09:26:40,motor_01,64.49,2.241,18.64,0
2025-11-12 09:26:50,motor_05,80.71,2.732,22.35,0
2025-11-12 09:27:00,motor_01,62.58,3.009,19.9,0
2025-11-12 09:27:10,motor_01,77.85,2.996,23.21,0
2025-11-12 09:27:20,motor_03,83.88,3.073,27.23,1
2025-11-12 09:27:30,motor_02,81.88,2.999,22.66,0
2025-11-12 09:27:40,motor_04,73.53,2.478,23.86,0
2025-11-12 09:27:50,motor_04,64.56,2.338,28.37,0
2025-11-12 09:28:00,motor_02,67.07,2.146,25.37,0
2025-11-12 09:28:10,motor_05,74.35,2.22,21.72,0
2025-11-12 09:28:20,motor_01,76.39,3.371,24.48,0
2025-11-12 09:28:30,motor_02,69.2,2.654,21.52,0
2025-11-12 09:28:40,motor_01,70.46,2.587,25.26,0
2025-11-12 09:28:50,motor_05,74.78,2.369,25.55,0
2025-11-12 09:29:00,motor_01,70.18,3.723,19.9,0
2025-11-12 09:29:10,motor_01,62.32,3.153,24.53,0
2025-11-12 09:29:20,motor_02,65.07,2.139,23.65,0
2025-11-12 09:29:30,motor_05,71.66,2.363,25.63,0
2025-11-12 09:29:40,motor_04,77.67,2.393,26.49,0
2025-11-12 09:29:50,motor_03,79.91,2.573,25.43,0
2025-11-12 09:30:00,motor_04,85.38,2.734,30.76,1
2025-11-12 09:30:10,motor_04,72.14,2.719,26.8,0
2025-11-12 09:30:20,motor_02,74.1,3.226,21.38,0
2025-11-12 09:30:30,motor_02,65.41,1.843,20.04,0
2025-11-12 09:30:40,motor_04,67.64,1.936,14.41,0
2025-11-12 09:30:50,motor_03,65.02,2.258,23.79,0
2025-11-12 09:31:00,motor_02,62.14,2.282,21.54,0
2025-11-12 09:31:10,motor_01,72.18,3.499,25.19,0
2025-11-12 09:31:20,motor_03,70.23,3.001,18.09,0
2025-11-12 09:31:30,motor_01,73.83,2.972,22.06,0
2025-11-12 09:31:40,motor_05,73.49,2.368,25.41,0
2025-11-12 09:31:50,motor_01,70.99,2.357,20.91,0
2025-11-12 09:32:00,motor_01,73.52,1.774,25.23,0
2025-11-12 09:32:10,motor_04,69.49,2.891,22.33,0
2025-11-12 09:32:20,motor_01,72.46,2.746,23.9,0
2025-11-12 09:32:30,motor_01,65.91,3.143,25.79,0
2025-11-12 09:32:40,motor_03,72.65,2.395,26.86,0
2025-11-12 09:32:50,motor_04,74.05,2.429,24.28,0
2025-11-12 09:33:00,motor_01,65.62,2.585,21.56,0
2025-11-12 09:33:10,motor_02,70.1,2.946,22.63,0
2025-11-12 09:33:20,motor_04,66.55,1.765,25.91,0
2025-11-12 09:33:30,motor_05,66.38,2.868,20.94,0
2025-11-12 09:33:40,motor_02,63.17,2.49,23.47,0
2025-11-12 09:33:50,motor_01,77.42,1.971,22.84,0
2025-11-12 09:34:00,motor_01,94.45,2.328,23.69,1
2025-11-12 09:34:10,motor_01,72.77,2.432,20.97,0
2025-11-12 09:34:20,motor_01,81.0,3.224,18.44,0
2025-11-12 09:34:30,motor_03,69.1,3.337,25.56,0
2025-11-12 09:34:40,motor_01,88.62,2.678,26.89,0
2025-11-12 09:34:50,motor_02,67.83,3.481,18.62,0
2025-11-12 09:35:00,motor_03,71.7,2.479,25.11,0
2025-11-12 09:35:10,motor_03,68.1,2.977,27.25,0
2025-11-12 09:35:20,motor_01,72.5,2.274,25.79,0
2025-11-12 09:35:30,motor_04,74.83,2.243,22.75,0
2025-11-12 09:35:40,motor_03,68.89,2.161,21.17,0
2025-11-12 09:35:50,motor_03,80.7,1.47,24.24,0
2025-11-12 09:36:00,motor_01,71.55,3.144,24.74,0
2025-11-12 09:36:10,motor_01,71.67,2.179,24.29,0
2025-11-12 09:36:20,motor_05,64.46,2.099,23.46,0
2025-11-12 09:36:30,motor_02,72.02,1.91,20.75,0
2025-11-12 09:36:40,motor_02,69.39,2.398,25.27,0
2025-11-12 09:36:50,motor_02,66.56,3.382,25.41,0
2025-11-12 09:37:00,motor_03,65.43,3.547,24.6,0
2025-11-12 09:37:10,motor_05,86.08,1.67,24.33,0
2025-11-12 09:37:20,motor_01,69.17,2.323,29.04,0
2025-11-12 09:37:30,motor_05,60.98,1.983,22.13,0
2025-11-12 09:37:40,motor_01,66.39,2.994,27.84,0
2025-11-12 09:37:50,motor_03,69.36,2.643,21.8,0
2025-11-12 09:38:00,motor_03,73.78,2.182,27.33,0
2025-11-12 09:38:10,motor_01,73.88,2.536,27.7,0
2025-11-12 09:38:20,motor_01,73.93,2.261,23.12,0
2025-11-12 09:38:30,motor_02,66.88,3.307,28.98,0
2025-11-12 09:38:40,motor_05,72.25,2.773,25.41,0
2025-11-12 09:38:50,motor_03,64.35,2.835,21.37,0
2025-11-12 09:39:00,motor_05,66.11,1.167,22.88,0
2025-11-12 09:39:10,motor_04,65.0,2.467,27.4,0
2025-11-12 09:39:20,motor_02,68.65,4.085,31.0,1
2025-11-12 09:39:30,motor_04,75.91,3.163,20.83,0
2025-11-12 09:39:40,motor_01,74.07,1.576,23.58,0
2025-11-12 09:39:50,motor_01,75.95,2.343,24.61,0
2025-11-12 09:40:00,motor_04,70.01,1.899,22.48,0
2025-11-12 09:40:10,motor_04,75.72,3.356,31.07,0
2025-11-12 09:40:20,motor_01,59.54,2.622,24.7,0
2025-11-12 09:40:30,motor_02,75.15,2.116,23.81,0
2025-11-12 09:40:40,motor_03,71.6,2.517,27.57,0
2025-11-12 09:40:50,motor_04,73.6,1.196,22.9,0
2025-11-12 09:41:00,motor_03,72.73,1.958,27.02,0
2025-11-12 09:41:10,motor_02,63.33,2.518,19.0,0
2025-11-12 09:41:20,motor_02,60.81,2.923,22.64,0
2025-11-12 09:41:30,motor_02,66.2,1.529,27.15,0
2025-11-12 09:41:40,motor_03,74.1,2.309,28.71,0
2025-11-12 09:41:50,motor_04,73.79,3.005,21.68,0
2025-11-12 09:42:00,motor_02,61.39,1.774,21.33,0
2025-11-12 09:42:10,motor_01,81.82,2.921,34.53,1
2025-11-12 09:42:20,motor_01,65.38,2.533,22.13,0
2025-11-12 09:42:30,motor_03,67.74,3.357,23.19,0
2025-11-12 09:42:40,motor_04,88.99,3.388,26.63,1
2025-11-12 09:42:50,motor_01,61.22,2.414,22.37,0
2025-11-12 09:43:00,motor_01,64.18,2.927,18.1,0
2025-11-12 09:43:10,motor_03,69.93,1.837,20.1,0
2025-11-12 09:43:20,motor_01,62.92,2.39,24.03,0
2025-11-12 09:43:30,motor_04,68.47,2.272,18.41,0
2025-11-12 09:43:40,motor_02,76.22,2.431,23.11,0
2025-11-12 09:43:50,motor_01,61.56,2.924,19.82,0
2025-11-12 09:44:00,motor_05,71.34,5.823,28.92,1
2025-11-12 09:44:10,motor_01,77.12,2.126,30.5,0
2025-11-12 09:44:20,motor_01,67.01,2.568,20.83,0
2025-11-12 09:44:30,motor_01,66.67,3.245,24.77,0
2025-11-12 09:44:40,motor_01,76.55,2.084,21.12,0
2025-11-12 09:44:50,motor_01,68.02,2.573,23.07,0
2025-11-12 09:45:00,motor_01,77.44,2.403,29.41,0
2025-11-12 09:45:10,motor_01,72.36,2.468,22.6,0
2025-11-12 09:45:20,motor_01,67.81,1.685,23.14,0
2025-11-12 09:45:30,motor_03,76.42,7.59,21.17,1
2025-11-12 09:45:40,motor_03,72.44,2.113,27.44,0
2025-11-12 09:45:50,motor_02,74.66,3.013,14.21,0
2025-11-12 09:46:00,motor_02,66.51,2.189,22.67,0
2025-11-12 09:46:10,motor_02,70.23,2.187,23.86,0
2025-11-12 09:46:20,motor_04,69.33,3.107,22.02,0
2025-11-12 09:46:30,motor_04,74.61,2.997,26.59,0
2025-11-12 09:46:40,motor_01,64.39,2.604,27.61,0
2025-11-12 09:46:50,motor_01,75.47,2.881,19.76,0
2025-11-12 09:47:00,motor_01,73.74,2.356,30.28,0
2025-11-12 09:47:10,motor_01,61.46,2.496,19.73,0
2025-11-12 09:47:20,motor_03,77.83,2.169,27.87,0
2025-11-12 09:47:30,motor_02,83.47,2.952,24.45,0
2025-11-12 09:47:40,motor_01,75.78,2.153,22.49,0
2025-11-12 09:47:50,motor_02,78.38,3.243,22.77,0
2025-11-12 09:48:00,motor_02,84.92,2.751,33.37,1
2025-11-12 09:48:10,motor_01,60.12,2.51,24.63,0
2025-11-12 09:48:20,motor_04,58.52,2.879,21.24,0
2025-11-12 09:48:30,motor_01,71.43,2.512,23.3,0
2025-11-12 09:48:40,motor_05,66.1,2.351,21.69,0
2025-11-12 09:48:50,motor_01,63.97,2.485,20.35,0
2025-11-12 09:49:00,motor_04,69.26,2.947,21.55,0
2025-11-12 09:49:10,motor_05,73.18,2.169,20.55,0
2025-11-12 09:49:20,motor_05,61.09,2.437,22.74,0
2025-11-12 09:49:30,motor_04,67.5,2.505,25.3,0
2025-11-12 09:49:40,motor_04,82.01,5.234,24.36,1
2025-11-12 09:49:50,motor_03,74.33,2.969,40.59,1
2025-11-12 09:50:00,motor_04,83.13,3.937,24.54,1
2025-11-12 09:50:10,motor_01,67.3,2.422,25.41,0
2025-11-12 09:50:20,motor_02,90.36,2.603,24.02,1
2025-11-12 09:50:30,motor_02,93.47,3.135,32.42,1
2025-11-12 09:50:40,motor_04,74.77,1.842,26.15,0
2025-11-12 09:50:50,motor_02,75.38,1.982,23.51,0
2025-11-12 09:51:00,motor_02,63.17,2.235,24.52,0
2025-11-12 09:51:10,motor_03,76.35,3.068,21.77,0
2025-11-12 09:51:20,motor_01,65.16,2.483,25.84,0
2025-11-12 09:51:30,motor_01,70.71,2.258,18.36,0
2025-11-12 09:51:40,motor_02,71.9,3.113,26.33,0
2025-11-12 09:51:50,motor_02,88.75,3.714,30.14,1
2025-11-12 09:52:00,motor_01,71.8,3.128,22.54,0
2025-11-12 09:52:10,motor_02,64.83,2.073,23.3,0
2025-11-12 09:52:20,motor_02,61.83,2.252,23.52,0
2025-11-12 09:52:30,motor_02,75.82,3.407,27.89,0
2025-11-12 09:52:40,motor_02,72.57,2.621,33.7,0
2025-11-12 09:52:50,motor_03,77.45,2.366,27.66,0
2025-11-12 09:53:00,motor_01,69.48,2.859,22.3,0
2025-11-12 09:53:10,motor_05,61.85,3.004,25.89,0
2025-11-12 09:53:20,motor_05,76.1,2.214,26.02,0
2025-11-12 09:53:30,motor_02,67.36,2.61,21.22,0
2025-11-12 09:53:40,motor_02,71.48,2.963,20.22,0
2025-11-12 09:53:50,motor_02,66.09,1.92,23.81,0
2025-11-12 09:54:00,motor_04,80.23,2.506,26.42,0
2025-11-12 09:54:10,motor_03,64.02,1.943,19.16,0
2025-11-12 09:54:20,motor_04,67.65,2.008,21.84,0
2025-11-12 09:54:30,motor_02,70.9,2.218,25.72,0
2025-11-12 09:54:40,motor_03,63.47,2.739,24.13,0
2025-11-12 09:54:50,motor_01,72.62,2.339,28.25,0
2025-11-12 09:55:00,motor_03,79.04,2.176,19.77,0
2025-11-12 09:55:10,motor_01,68.12,2.526,31.06,0
2025-11-12 09:55:20,motor_03,71.68,1.927,19.39,0
2025-11-12 09:55:30,motor_04,52.59,2.714,17.91,0
2025-11-12 09:55:40,motor_01,69.74,3.066,23.82,0
2025-11-12 09:55:50,motor_03,67.61,2.46,20.6,0
2025-11-12 09:56:00,motor_01,65.07,2.399,23.88,0
2025-11-12 09:56:10,motor_03,76.46,2.687,23.78,0
2025-11-12 09:56:20,motor_01,67.95,1.486,23.41,0
2025-11-12 09:56:30,motor_05,68.56,2.768,21.47,0
2025-11-12 09:56:40,motor_01,67.93,4.051,25.3,0
2025-11-12 09:56:50,motor_05,58.36,2.439,23.05,0
2025-11-12 09:57:00,motor_04,63.7,2.44,27.31,0
2025-11-12 09:57:10,motor_03,75.69,2.872,23.46,0
2025-11-12 09:57:20,motor_04,56.91,3.323,21.11,0
2025-11-12 09:57:30,motor_04,64.64,2.987,18.94,0
2025-11-12 09:57:40,motor_05,67.52,1.422,23.48,0
2025-11-12 09:57:50,motor_01,79.89,2.782,20.19,0
2025-11-12 09:58:00,motor_03,74.0,3.786,19.95,0
2025-11-12 09:58:10,motor_01,72.18,5.178,25.58,1
2025-11-12 09:58:20,motor_03,77.03,1.923,18.67,0
2025-11-12 09:58:30,motor_01,66.19,2.641,28.24,0
2025-11-12 09:58:40,motor_03,76.13,1.86,24.48,0
2025-11-12 09:58:50,motor_03,61.83,3.116,23.87,0
2025-11-12 09:59:00,motor_02,75.97,2.022,20.9,0
2025-11-12 09:59:10,motor_02,67.91,2.537,26.29,0
2025-11-12 09:59:20,motor_04,63.83,2.071,23.99,0
2025-11-12 09:59:30,motor_04,68.39,2.227,21.94,0
2025-11-12 09:59:40,motor_02,71.75,3.243,24.6,0
2025-11-12 09:59:50,motor_03,66.27,2.552,18.95,0
2025-11-12 10:00:00,motor_05,72.59,2.22,19.09,0
2025-11-12 10:00:10,motor_01,66.0,1.927,20.64,0
2025-11-12 10:00:20,motor_01,73.88,1.564,25.05,0
2025-11-12 10:00:30,motor_01,72.65,1.874,23.99,0
2025-11-12 10:00:40,motor_03,70.11,2.556,27.15,0
2025-11-12 10:00:50,motor_02,66.94,2.99,21.24,0
2025-11-12 10:01:00,motor_04,71.17,2.22,25.72,0
2025-11-12 10:01:10,motor_03,73.25,3.285,23.66,0
2025-11-12 10:01:20,motor_02,81.95,2.141,21.17,0
2025-11-12 10:01:30,motor_04,75.81,2.381,25.16,0
2025-11-12 10:01:40,motor_04,75.83,1.96,23.8,0
2025-11-12 10:01:50,motor_01,88.25,2.995,22.11,0
2025-11-12 10:02:00,motor_02,73.11,3.549,24.13,0
2025-11-12 10:02:10,motor_02,72.85,1.619,23.61,0
2025-11-12 10:02:20,motor_01,74.15,2.327,23.54,0
2025-11-12 10:02:30,motor_01,63.76,3.132,22.76,0
2025-11-12 10:02:40,motor_05,66.75,1.777,20.09,0
2025-11-12 10:02:50,motor_02,67.0,2.783,24.22,0
2025-11-12 10:03:00,motor_02,73.52,3.111,21.59,0
2025-11-12 10:03:10,motor_03,68.5,2.539,20.94,0
2025-11-12 10:03:20,motor_03,70.72,2.775,23.28,0
2025-11-12 10:03:30,motor_05,76.86,3.38,26.2,0
2025-11-12 10:03:40,motor_04,75.26,3.474,24.56,0
2025-11-12 10:03:50,motor_02,68.79,2.469,22.41,0
2025-11-12 10:04:00,motor_02,65.72,2.234,22.29,0
2025-11-12 10:04:10,motor_05,77.1,2.04,25.91,0
2025-11-12 10:04:20,motor_03,73.56,2.988,16.81,0
2025-11-12 10:04:30,motor_05,60.72,1.814,26.39,0
2025-11-12 10:04:40,motor_01,76.28,3.272,25.11,1
2025-11-12 10:04:50,motor_04,70.36,2.551,19.75,0
2025-11-12 10:05:00,motor_03,74.44,2.248,22.46,0
2025-11-12 10:05:10,motor_01,76.44,2.64,30.51,0
2025-11-12 10:05:20,motor_03,72.46,3.782,29.03,0
2025-11-12 10:05:30,motor_03,82.0,3.411,33.66,1
2025-11-12 10:05:40,motor_01,70.55,2.282,25.07,0
2025-11-12 10:05:50,motor_02,65.12,3.008,18.41,0
2025-11-12 10:06:00,motor_04,68.5,2.62,24.47,0
2025-11-12 10:06:10,motor_01,69.87,3.22,22.35,0
2025-11-12 10:06:20,motor_02,69.42,2.582,21.55,0
2025-11-12 10:06:30,motor_02,58.76,2.376,24.46,0
2025-11-12 10:06:40,motor_02,67.4,1.608,22.59,0
2025-11-12 10:06:50,motor_05,90.96,2.544,26.61,1
2025-11-12 10:07:00,motor_04,72.67,3.836,18.19,1
2025-11-12 10:07:10,motor_01,68.55,2.69,24.23,0
2025-11-12 10:07:20,motor_05,72.53,1.819,21.36,0
2025-11-12 10:07:30,motor_04,63.34,3.128,22.77,0
2025-11-12 10:07:40,motor_01,60.37,2.515,24.91,0
2025-11-12 10:07:50,motor_04,67.41,2.378,20.65,0
2025-11-12 10:08:00,motor_01,74.66,2.078,24.49,0
2025-11-12 10:08:10,motor_05,80.03,2.811,23.36,0
2025-11-12 10:08:20,motor_03,78.89,4.956,22.02,1
2025-11-12 10:08:30,motor_03,60.98,2.007,22.59,0
2025-11-12 10:08:40,motor_01,68.54,3.094,23.54,0
2025-11-12 10:08:50,motor_04,71.19,2.677,21.7,0
2025-11-12 10:09:00,motor_01,71.07,2.383,24.02,0
2025-11-12 10:09:10,motor_01,73.11,2.821,23.17,0
2025-11-12 10:09:20,motor_01,82.59,3.187,22.17,1
2025-11-12 10:09:30,motor_04,71.11,2.692,28.77,0
2025-11-12 10:09:40,motor_01,72.71,2.092,25.25,0
2025-11-12 10:09:50,motor_05,74.78,3.535,22.85,0
2025-11-12 10:10:00,motor_03,69.18,6.429,24.44,1
2025-11-12 10:10:10,motor_01,67.47,3.278,20.92,0
2025-11-12 10:10:20,motor_01,53.58,2.406,22.69,0
2025-11-12 10:10:30,motor_01,66.13,2.904,23.04,0
2025-11-12 10:10:40,motor_03,74.27,3.696,28.09,1
2025-11-12 10:10:50,motor_04,64.06,3.073,25.16,0
2025-11-12 10:11:00,motor_01,70.77,2.08,22.48,0
2025-11-12 10:11:10,motor_04,69.5,3.038,22.93,0
2025-11-12 10:11:20,motor_01,56.19,3.423,22.29,0
2025-11-12 10:11:30,motor_04,72.62,2.371,32.88,0
2025-11-12 10:11:40,motor_05,64.13,2.517,22.01,0
2025-11-12 10:11:50,motor_04,71.98,2.238,17.79,0
2025-11-12 10:12:00,motor_03,61.59,2.327,19.2,0
2025-11-12 10:12:10,motor_04,70.52,3.356,26.28,0
2025-11-12 10:12:20,motor_01,68.9,1.998,28.01,0
